Species	Wet.area.cm2	Dry.area.cm2
Lupinus bakeri	1.21	0.42
Lupinus bakeri	1.13	0.3
Sambucus racemosa	8.42	6.65
Sambucus racemosa	5.67	4.33
Viola sororia	20.03	15.62
Viola sororia	14.04	10.51
Pedicularis sp	0.99	0.42
Pedicularis sp	1.38	1.11
Mertensia ciliata	2.7	1.43
Mertensia ciliata	7.69	5.42
Lathyrus lanzwertii	3.21	2.6
Lathyrus lanzwertii	2.45	2.03
Populus tremuloides	18.62	17.13
Populus tremuloides	12.21	11.23
Populus tremuloides	18.7	17.35
Populus tremuloides	14.81	13.41
Populus tremuloides	18.84	17.47
Populus tremuloides	26.43	23.38
Mahonia repens	18.22	16.53
Mahonia repens	20.49	19.31
Symphoricarpos oreophilus	3.89	3.45
Symphoricarpos oreophilus	NA	3.24
Epilobium angustifolium	25.2	10.82
Epilobium angustifolium	18.95	14.79
Geranium bigleaf	34.88	15.37
Geranium bigleaf	62.88	12.26
Fragaria virginiana	11.5	9.87
Fragaria virginiana	8.9	7.54
Populus tremuloides	NA	13.13
Populus tremuloides	12.87	12.06
Wyethia amplexicaulis	62.87	25.95
Wyethia amplexicaulis	131.43	34.04
Symphoricarpos oreophilus	6.06	5.27
Symphoricarpos oreophilus	4.48	4
Prunus virginiana	31.12	27.76
Prunus virginiana	25.88	22.48
Quercus gambelii	24.3	22.69
Quercus gambelii	30.09	28.07
Rosa acicularis	10.05	8.45
Rosa acicularis	7.49	3.45
Prunus virginiana	9.45	8.46
Prunus virginiana	8.18	7.43
Amalenchier utahensis	8.03	7.35
Amalenchier utahensis	14.01	13.13
Populus angustifolia	11.51	10.22
Populus angustifolia	12.9	11.52
Cornus sp1	15.13	13.12
Cornus sp1	29.05	25.82
Sphaeralcea coccinea	1.28	1.18
Sphaeralcea coccinea	1.22	1.01
Atriplex confertifolia	1.8	1.64
Atriplex confertifolia	1.18	1.07
Artemisia tridentata	0.53	0.48
Artemisia tridentata	0.39	0.31
Acer negundo	45.28	41.31
Acer negundo	12.42	11.51
Artemisia ludoviciana	2.15	1.75
Artemisia ludoviciana	2.68	2.18
Acer negundo	29.94	28.35
Acer negundo	34.54	32.59
Ribes sp	1.73	1.09
Ribes sp	3.69	2.47
Quercus gambelii	14.96	14.14
Quercus gambelii	24.98	23.88
Balsamorhiza sagitatta	61.37	55.38
Balsamorhiza sagitatta	64.84	46.52
Artemisia tridentata	0.53	0.44
Artemisia tridentata	0.59	0.46
Amalenchier utahensis	1.61	1.49
Amalenchier utahensis	1.72	1.58
Lathyrus lanzwertii	1.83	1.65
Lathyrus lanzwertii	1.78	1.6
Populus tremuloides	18.42	15.74
Populus tremuloides	9.39	8.19
Populus tremuloides	14.5	13.09
Populus tremuloides	14.32	12.21
Aquilegia coerulea	4.39	3.51
Aquilegia coerulea	3.9	2.85
Vicia americana	4.97	4.11
Vicia americana	1.89	1.58
Osmorhiza occidentalis	12.27	5.89
Osmorhiza occidentalis	11.88	8.2
Arnica cordifolia	56.3	21.54
Arnica cordifolia	58.05	22.05
Amalenchier alnifolia	21.18	16.71
Amalenchier alnifolia	11.98	10.15
Ipomopsis aggregata	1.26	0.83
Ipomopsis aggregata	1.95	1.39
Artemisia frigida	1.4	1.07
Artemisia frigida	1.86	1.5
Mahonia repens	7.82	7.1
Mahonia repens	8.17	7.57
Pentaphylloides floribunda	0.38	0.3
Pentaphylloides floribunda	0.4	0.35
Thalictrum fendleri	1.07	0.84
Thalictrum fendleri	1.12	0.83
Ligusticum porteri	5.15	2.85
Ligusticum porteri	7.54	4.35
Populus tremuloides	10.74	8.64
Fragaria virginiana	11.14	7.83
Fragaria virginiana	5.94	3.92
Artemisia tridentata	1.29	1.02
Artemisia tridentata	1.33	0.96
Paxistima myrsinites	1.14	1.03
Paxistima myrsinites	1.41	1.24
Eriogonum umbellatum	1.8	1.6
Eriogonum umbellatum	1.19	1.11
Amalenchier alnifolia	6.52	5.63
Amalenchier alnifolia	9.35	8.35
Artemisia tridentata	1.17	0.96
Artemisia tridentata	1.25	0.95
Populus tremuloides	7	5.67
Populus tremuloides	7.49	6.37
Populus tremuloides	5.16	3.95
Populus tremuloides	7.16	5.55
Heracleum maximum	109.5	27.79
Heracleum maximum	222.42	75.53
Populus tremuloides	10.83	9.27
Populus tremuloides	12.46	9.58
Populus tremuloides	6.01	4.4
Populus tremuloides	9.18	7.68
Salix sp1	8.46	5.57
Salix sp1	9.34	6.34
Salix sp2	7.74	5.62
Salix sp2	6.33	4.23
Geranium bigleaf	6.99	5.62
Geranium bigleaf	5.78	4.41
Fragaria virginiana	31.91	19.87
Fragaria virginiana	29.26	17.51
Vicia americana	5.9	4.59
Vicia americana	5	4.36
Hydrophyllum fendleri	44.8	28.41
Hydrophyllum fendleri	58.22	21.3
Thalictrum fendleri	1	0.8
Thalictrum fendleri	1.07	0.76
Mertensia ciliata	9.98	6.62
Mertensia ciliata	9.25	5
Populus tremuloides	8.63	7.92
Populus tremuloides	4.69	3.77
Populus tremuloides	4.88	3.73
Populus tremuloides	11.37	9.95
Potentilla gracilis	7.87	6.02
Potentilla gracilis	4.83	3.97
Helianthella quinquenervis	48.21	17.32
Helianthella quinquenervis	30.91	12.82
Osmorhiza occidentalis	11.8	5.29
Osmorhiza occidentalis	22.96	7.97
Pseudocymopterus montanus	6.76	4.3
Pseudocymopterus montanus	4.11	2.83
Salix sp3	3.93	2.91
Salix sp3	2.2	0.91
Lupinus bakeri	3.6	2.6
Lupinus bakeri	3.24	2.35
Ribes montagineum	7.61	5.14
Ribes montagineum	5.02	3.36
Fragaria sp	4.3	3.3
Fragaria sp	5.54	4.11
Epilobium angustifolia	4.82	3.23
Epilobium angustifolia	5.97	3.9
Sambucus racemosa	8.01	5.24
Sambucus racemosa	9.61	7.29
Geranium richardsonii	16.54	10.86
Geranium richardsonii	18.51	9.61
Caltha leptosepala	37.56	27.77
Caltha leptosepala	40.28	30.1
Cardamine cordifolia	8.31	5.75
Cardamine cordifolia	5.99	3.8
Rumex densiflorus	164.9	48.89
Rumex densiflorus	126.9	44.72
Delphinium nuttalianum	2.12	1.25
Delphinium nuttalianum	4.29	1.15
Potentilla fruticosa	1.32	0.84
Potentilla fruticosa	1.93	1.34
Senecio bigelovii	22.06	15.22
Senecio bigelovii	10.71	7.18
Geum triflorum	12.02	9.24
Geum triflorum	14.62	10.05
Potentilla gracilis	2.27	1.05
Potentilla gracilis	5.45	4.3
Heuchera parvifolia	11.95	9.59
Heuchera parvifolia	14	12.12
Gentiana parryi	1.72	1.3
Gentiana parryi	2.1	1.71
Collomia linearis	1.03	0.54
Collomia linearis	0.86	0.49
Lupinus bakeri	2.23	1.53
Lupinus bakeri	4.33	2.79
Potentilla fruticosa	1.23	0.86
Potentilla fruticosa	3.01	1.21
Penstemon procerus	4.36	3.42
Penstemon procerus	13.28	10.7
Vicia americana	1.02	0.78
Vicia americana	0.8	0.64
Taraxacum oficinale	18.37	9.01
Taraxacum oficinale	33.39	20.19
Geum triflorum	20.28	12.87
Geum triflorum	22.99	7.45
Delphinium nuttalianum	5.43	1.34
Delphinium nuttalianum	10.1	4.86
Capsella bursa-pastoris	6.45	4.1
Capsella bursa-pastoris	3.29	1.88
Linum lewisii	0.33	0.26
Linum lewisii	0.67	0.53
Populus tremuloides	12.36	10.24
Populus tremuloides	7.68	5.74
Populus tremuloides	11.87	9.41
Populus tremuloides	7.79	6.07
Vicia americana	3.08	2.5
Thalictrum fendleri	3.93	3.19
Thalictrum fendleri	1.58	1.24
Geranium richardsonii	31.56	17.62
Geranium richardsonii	25.88	17.2
Pedicularis bracteosa	3.57	2.07
Pedicularis bracteosa	4.01	2.94
Hydrophyllum fendleri	14.27	8.54
Hydrophyllum fendleri	11.44	7
Populus tremuloides	10.79	9.98
Populus tremuloides	10.51	9.82
Populus tremuloides	10.6	9.95
Populus tremuloides	10.81	10.13
Amalenchier utahensis	6.32	5.78
Amalenchier utahensis	20.95	18.75
Geranium viscossisimum	42.82	26.57
Geranium viscossisimum	28.27	16.69
Mahonia repens	19.57	18.6
Mahonia repens	12.83	12.08
Erigeron speciosus	5.61	4.67
Erigeron speciosus	3.56	2.88
Linum lewisii	0.38	0.22
Linum lewisii	0.25	0.14
Mentha arvensis	8.33	6.51
Mentha arvensis	4.46	3.05
Symphoricarpos oreophilus	5.28	4.64
Symphoricarpos oreophilus	2.65	2.39
Prunus virginiana	20.8	18.01
Prunus virginiana	14.05	12.02
Populus tremuloides	16.62	15.6
Populus tremuloides	11.93	11.12
Populus tremuloides	14.43	13.59
Populus tremuloides	9.94	9.37
Humulus lupulus	71.03	19.26
Humulus lupulus	19.06	15.04
Amalenchier utahensis	17.92	16.65
Amalenchier utahensis	9.07	8.37
Prunus virginiana	19.4	16.82
Prunus virginiana	13.8	11.85
Crataegus erythropoda	14.87	13.55
Crataegus erythropoda	16.31	14.82
Populus angustifolia	10.66	9.66
Populus angustifolia	23.91	19.89
Rosa woodsii	13.39	10.68
Rosa woodsii	13.79	11.28
Lonicera involucrata	23.32	19.68
Lonicera involucrata	23.68	21.01
Populus tremuloides	6.17	5.78
Populus tremuloides	8.22	7.77
Populus tremuloides	21.37	19.92
Populus tremuloides	11.57	10.8
Quercus gambelii	64.38	59.02
Quercus gambelii	32.84	31.02
Amalenchier utahensis	18.5	17.2
Amalenchier utahensis	11.27	10.45
Polemonium foliosissimum	19.55	14.38
Polemonium foliosissimum	25.05	19.91
Agastache urticifolia	16.81	13.5
Agastache urticifolia	21.31	17.83
Symphoricarpos oreophilus	6.4	5.93
Symphoricarpos oreophilus	6.31	5.73
Geranium richardsonii	10.25	7.9
Geranium richardsonii	20.51	13.67
Prunus virginiana	45.58	39.07
Prunus virginiana	42	36.44
Erigeron speciosus	6.87	5.47
Erigeron speciosus	2.88	2.46
Chaenactis alpina	6.03	3.64
Chaenactis alpina	3.99	2.16
Vaccinium oreophilum	1.43	1.23
Vaccinium oreophilum	2.25	1.98
Lupinus bakeri	2.63	1.71
Lupinus bakeri	1.66	1.15
Eriogonum umbellatum	1.15	0.97
Eriogonum umbellatum	1.04	0.83
Eriogonum sp	1.64	1.37
Eriogonum sp	1.09	0.85
Senecio holmii	3.37	2.29
Senecio holmii	9.31	6.57
Populus tremuloides	3.76	2.14
Populus tremuloides	4.97	4.07
Populus tremuloides	3.55	2.94
Populus tremuloides	8.44	6.72
Potentilla hippiana	3	2.58
Potentilla hippiana	6.51	4.12
Eriogonum sp	1.61	1.15
Eriogonum sp	1.76	1.4
Phacelia hostata	6.02	4.12
Phacelia hostata	5.58	3.05
Populus tremuloides	6.29	5.2
Populus tremuloides	10.16	8.29
Populus tremuloides	4.11	3.5
Populus tremuloides	4.73	3.99
Erysimum capitatum	1.11	0.46
Erysimum capitatum	0.69	0.43
Potentilla gracilis	20.49	16.51
Potentilla gracilis	22.18	15.21
Polemonium viscosum	3.54	2.53
Polemonium viscosum	2.61	1.69
Claytonia megarhiza	9.34	4.24
Claytonia megarhiza	11.69	6.8
Chaenactis alpina	3.03	1.6
Chaenactis alpina	3.55	1.35
Smelowskia calycina	0.84	0.5
Smelowskia calycina	0.93	0.37
Sedum integrifolium	3.1	2.07
Sedum integrifolium	1.51	1.12
Potentilla gracilis	2.87	2.12
Potentilla gracilis	2.05	1.54
Polemonium viscosum	4.56	2.99
Polemonium viscosum	2.14	1.02
Ivesia gordonii	2.27	1.83
Ivesia gordonii	3.54	2.68
Senecio soldanella	10.59	6.53
Senecio soldanella	7.08	4.53
Ribes montagineum	1.17	0.81
Ribes montagineum	2.37	1.28
Senecio holmii	29.29	20.8
Senecio holmii	14.31	9.49
Populus tremuloides	10.86	9.15
Populus tremuloides	13.25	11.5
Populus tremuloides	10.96	9.8
Populus tremuloides	9.64	8.52
Mertensia ciliata	35.37	20.26
Mertensia ciliata	31.79	20.97
Lathyrus lanswertii	1.88	1.55
Ranunculus inamoenus	5.25	3.84
Ranunculus inamoenus	4.79	3.46
Taraxacum oficinale	7.62	5.01
Taraxacum oficinale	5.58	3.15
Heliomeris multifolia	2.5	1.53
Heliomeris multifolia	3.47	1.91
Helianthella quinquenervis	53.94	24.87
Helianthella quinquenervis	40.81	30.41
Aquilegia coerulea	8.24	4.82
Aquilegia coerulea	6.4	2.93
Hydrophyllum capitatum	43.44	12.37
Hydrophyllum capitatum	24.6	11.27
Populus tremuloides	17.95	16.48
Populus tremuloides	18.54	16.98
Populus tremuloides	37.31	34
Populus tremuloides	23.33	21.74
Symphoricarpos oreophilus	2.68	2.4
Symphoricarpos oreophilus	3.97	3.69
Rosa woodsii	3.82	3.22
Rosa woodsii	7.21	6.09
Artemisia tridentata	1.05	0.83
Artemisia tridentata	1.32	1.17
Chrysothamnus parryi	1.07	0.71
Chrysothamnus parryi	0.88	0.62
Erigeron speciosus	1.75	1.48
Erigeron speciosus	2.9	2.45
Castilleja angustifolia	0.81	0.66
Castilleja angustifolia	0.9	0.7
Geranium viscossisimum	24.75	19.14
Geranium viscossisimum	44.59	19.24
Lathyrus lanswertii	2.18	2.09
Lathyrus lanswertii	3.61	2.99
Wyethia amplexicaulis	172.82	36.52
Wyethia amplexicaulis	134.07	51.07
Balsamorhiza sagitatta	55.75	50.44
Balsamorhiza sagitatta	67.63	44.2
Amalenchier utahensis	8.27	7.61
Amalenchier utahensis	6.5	5.9
Medicago sativa	0.5	0.38
Medicago sativa	1.08	0.89
Wyethia amplexicaulis	116.86	53.17
Wyethia amplexicaulis	127.47	50.84
Eriogonum umbellatum	1.42	1.24
Eriogonum umbellatum	1.71	1.38
Artemisia tridentata	0.41	0.11
Artemisia tridentata	0.41	0.25
Amalenchier utahensis	3.32	2.93
Amalenchier utahensis	4.19	3.76
Chrysothamnus viscidiflorus	0.71	0.78
Chrysothamnus viscidiflorus	0.77	0.65
Purshia tridentata	0.26	0.11
Purshia tridentata	0.42	0.34
Mahonia repens	7.73	7.24
Mahonia repens	6.42	6.11
Castilleja angustifolia	1.42	0.86
Castilleja angustifolia	1.96	0.92
Populus tremuloides	12.81	11.94
Populus tremuloides	8.78	8.1
Populus tremuloides	11.11	10.45
Populus tremuloides	15.45	14.13
Packera werneriifolia	2.1	1.56
Packera werneriifolia	1.69	1.31
Chaenactis alpina	2.67	1.44
Chaenactis alpina	5.04	2.91
Senecio soldanella	11.29	6.74
Senecio soldanella	7.82	4.67
Draba aurea	0.56	0.43
Draba aurea	0.59	0.44
Claytonia megarhiza	3.21	1.94
Claytonia megarhiza	3.23	1.97
Ivesia gordonii	2.67	2.76
Erysimum capitatum	0.39	0.31
Erysimum capitatum	1.02	0.66
Chaenactis alpina	1.85	1.28
Chaenactis alpina	2.4	1.51
Salix sp4	3.52	2.8
Salix sp4	2.27	1.86
Lupinus bakeri	1.9	1.37
Lupinus bakeri	2.59	0.91
Packera werneriifolia	2.04	1.7
Packera werneriifolia	2.09	1.61
Senecio soldanella	12.05	7.05
Senecio soldanella	11.48	7.39
Senecio holmii	14.81	7.42
Senecio holmii	8.92	6.5
Pseudocymopterus montanus	10.8	5.4
Pseudocymopterus montanus	11.04	4.51
Populus tremuloides	6.65	4.59
Populus tremuloides	8.44	6.97
Populus tremuloides	4.18	3.11
Ivesia gordonii	2.27	1.64
Balsamorhiza sagitatta	133.91	40.63
Balsamorhiza sagitatta	48.2	41.9
Erigeron sp	1.16	0.75
Erigeron sp	1.05	0.78
Chenopodium incanum	1.58	0.91
Chenopodium incanum	3.43	1.73
Prunus virginiana	5.95	5.08
Prunus virginiana	9.07	7.51
Sphaeralcea coccinea	1.45	1.05
Sphaeralcea coccinea	2.37	1.85
Artemisia tridentata	0.69	0.52
Artemisia tridentata	1.27	1
Symphoricarpos oreophilus	1.5	1.32
Amalenchier alnifolia	7.8	7.02
Packera werneriifolia	2.68	2.08
Packera werneriifolia	2.04	1.58
Draba aurea	0.31	0.2
Draba aurea	0.4	0.24
Polemonium viscosmum	2.3	1.63
Polemonium viscosmum	3.46	2.18
Besseya alpina	9.52	6.18
Besseya alpina	11.56	8.31
Smelowskia calycina	0.67	0.51
Smelowskia calycina	0.66	0.45
Erigeron vagus	0.27	0.17
Erigeron vagus	0.31	0.21
Cerastium beeringianum	0.71	0.54
Cerastium beeringianum	0.45	0.35
Trifolium parryi	1.15	0.8
Trifolium parryi	0.7	0.57
Smelowskia calycina	2.22	1.32
Smelowskia calycina	0.73	0.44
Claytonia lanceolata	1.45	0.73
Claytonia lanceolata	0.54	0.33
Draba aurea	1.41	0.9
Draba aurea	0.95	0.67
Taraxacum oficinale	2.29	1.29
Taraxacum oficinale	2.07	1.15
Erysimum capitatum	1.93	1.28
Erysimum capitatum	2.03	1.46
Berberis fendleri	1.56	1.47
Berberis fendleri	2.52	2.29
Solidago missouriensis	2.97	2.46
Solidago missouriensis	3.01	2.49
Quercus gambelli	38.69	36.21
Quercus gambelli	49.31	45.95
Mahonia repens	7.8	7.43
Mahonia repens	3.55	3.3
Sambucus pubens	8.96	7.68
Sambucus pubens	21.5	17.98
Populus tremuloides	9.48	8.86
Populus tremuloides	8.96	8.41
Populus tremuloides	7.39	6.85
Populus tremuloides	11.43	10.64
Populus tremuloides	8.11	7.7
Populus tremuloides	7.09	6.65
Populus tremuloides	8.24	7.66
Populus tremuloides	7.44	6.9
Prunus virginiana	8.58	7.48
Prunus virginiana	9.48	8.22
Rosa woodsii	2.71	2.12
Rosa woodsii	2.92	2.06
Erigeron speciosus	6.83	5.62
Erigeron speciosus	7.68	6.53
Heterotheca villosa	2.2	1.48
Heterotheca villosa	1.9	1.34
Ipomopsis aggregata	8.74	6.74
Ipomopsis aggregata	1.75	1.64
Sambucus racemosa	24.57	20.77
Sambucus racemosa	28.1	24.24
Symphoricarpos oreophilus	2.14	1.92
Symphoricarpos oreophilus	1.75	1.57
Rudbeckia ampla	72.65	46.35
Rudbeckia ampla	59.08	34.59
Amalencier alnifolia	5.05	4.51
Amalencier alnifolia	4.36	3.78
Amalenchier utahensis	6.9	6.26
Amalenchier utahensis	6.05	5.41
Populus angustifolia	4.32	3.82
Populus angustifolia	8.77	7.21
Erigeron speciosus	2.66	2.03
Erigeron speciosus	3.8	3.09
Rosa woodsii	4.07	2.59
Rosa woodsii	2.86	2.38
Thermopsis montana	13.69	11.45
Thermopsis montana	26.72	22.59
Geranium caespitosum	12.8	9.43
Geranium caespitosum	19.84	11.56
Thalictrum fendleri	4.69	1.1
Thalictrum fendleri	3.61	1.23
Populus tremuloides	19.22	17.82
Populus tremuloides	18.11	16.68
Populus tremuloides	14.55	13.27
Populus tremuloides	14.16	13.03
Lithospermum multiflorum	2.03	1.46
Lithospermum multiflorum	2.89	2.22
Quercus gambelli	27.76	26.44
Quercus gambelli	22.29	21.14
Symphoricarpos oreophilus	5.38	4.9
Symphoricarpos oreophilus	5.1	4.69
Packera neomexicana	2.71	2.03
Packera neomexicana	3.13	2.47
Antennaria parvifolia	0.91	0.59
Antennaria parvifolia	0.88	0.66
Vaccinium myrtilis	0.97	0.49
Vaccinium myrtilis	0.71	0.5
Quercus gambelli	24.55	23.43
Quercus gambelli	18.74	17.82
Heterotheca villosa	0.67	0.27
Heterotheca villosa	0.55	0.12
Melilotus oficinale	0.96	0.33
Melilotus oficinale	0.88	0.36
Heterotheca villosa	0.71	0.62
Heterotheca villosa	1.39	1.02
Purshia tridentata	0.38	0.32
Purshia tridentata	0.39	0.33
Astragalus sp	4.67	3.21
Astragalus sp	7.37	3.02
Crataegus erythropoda	4.93	4.43
Crataegus erythropoda	11.48	10.23
Artemisia tridentata	0.25	0.22
Artemisia tridentata	0.37	0.28
Chrysothamnus viscidiflorus	0.27	0.3
Chrysothamnus viscidiflorus	0.42	0.33
Atriplex canescens	0.23	0.13
Atriplex canescens	0.29	0.29
Atriplex confertifolia	0.55	0.53
Atriplex confertifolia	0.49	0.2
Atriplex canescens	0.56	0.27
Atriplex canescens	0.69	0.23
Abronia fragrans	5.31	3.68
Abronia fragrans	2.35	1.58
Sphaeralcea coccinea	0.88	0.65
Sphaeralcea coccinea	1.5	1.2
Artemisia tridentata	0.47	0.42
Artemisia tridentata	0.6	0.55
Amalenchier utahensis	2.15	1.99
Amalenchier utahensis	2.25	2.11
Cercocarpus montanus	2.55	2.25
Cercocarpus montanus	2.34	2.18
Yucca brevifolia	6.04	5.3
Yucca brevifolia	4.64	3.66
Astragalus sp2	3.37	2.78
Astragalus sp2	3.21	2.33
Chrysothamnus parryi	0.59	0.32
Chrysothamnus parryi	0.62	0.48
Tetraneuris ivesiana	3.68	3.14
Tetraneuris ivesiana	1.97	1.72
Stanleya pinnata	7.86	6.5
Stanleya pinnata	13.21	10.65
Eriogonum alatum	1.83	1.58
Eriogonum alatum	2.5	1.91
Physaria acutifolia	1.73	1.4
Physaria acutifolia	1.43	1.11
Mirabilis multiflora	18.19	15.47
Mirabilis multiflora	13.69	10.78
Sphaeralcea coccinea	1.67	1.43
Sphaeralcea coccinea	0.8	0.65
Grindelia fastigata	2.5	1.91
Grindelia fastigata	1.83	1.43
Chrysothamnus viscidiflorus	0.7	0.41
Chrysothamnus viscidiflorus	0.71	0.46
Sarcobatus vermiculatus	0.73	0.32
Sarcobatus vermiculatus	0.27	0.13
Atriplex confertifolia	1.23	1.2
Atriplex confertifolia	0.38	0.29
Astragalus sp3	6.56	3.52
Astragalus sp3	3.66	1.97
Chrysothamnus parryi	0.85	0.3
Chrysothamnus parryi	0.68	0.54
Chrysothamnus viscidiflorus	0.15	0.11
Chrysothamnus viscidiflorus	0.17	0.13
Quercus gambelli	14.86	14
Quercus gambelli	10.15	9.52
Artemisia tridentata	0.43	0.41
Artemisia tridentata	0.74	0.61
Chrysothamnus sp	0.62	0.63
Chrysothamnus sp	0.23	0.17
Eriogonum lonchophyllum	0.84	0.42
Eriogonum lonchophyllum	1.43	0.93
Sphaeralcea coccinea	0.62	0.54
Sphaeralcea coccinea	0.5	0.4
Besseya alpina	14.41	10.43
Besseya alpina	12.15	8.07
Geum rossii	9.69	7.45
Geum rossii	8.23	6.79
Polemonium viscosmum	3.4	2.18
Polemonium viscosmum	4.64	3.14
Campanula uniflora	0.83	0.6
Campanula uniflora	0.69	0.49
Claytonia megarhiza	5.01	2.4
Claytonia megarhiza	6.28	3.1
Smelowskia calycina	0.81	0.54
Saxifraga rhomboidea	3.81	1.26
Saxifraga rhomboidea	1.56	1.19
Saxifraga cernua	1.09	0.29
Saxifraga cernua	1.25	0.33
Taraxacum ceratophorum	1.85	0.94
Taraxacum ceratophorum	1.12	0.48
Tetraneuris grandiflora	1.79	1.23
Tetraneuris grandiflora	2.25	1.25
Trifolium dasyphyllum	0.39	0.41
Trifolium dasyphyllum	0.85	0.61
Erigeron sp4	0.96	0.6
Erigeron sp4	1.65	1.36
Smelowskia calycina	0.73	0.47
Smelowskia calycina	0.64	0.43
Polemonium viscosmum	3.41	0.71
Polemonium viscosmum	2.66	1.95
Draba aurea	0.43	0.3
Draba aurea	0.29	0.23
Hirculis platysepalus	0.16	0.16
Hirculis platysepalus	0.14	0.12
Claytonia megarhiza	10.45	7.08
Claytonia megarhiza	5.07	2.86
Mertensia fusiformis	2.72	1.99
Mertensia fusiformis	3.41	2.51
Smelowskia calycina	0.36	0.26
Smelowskia calycina	0.3	0.29
Geum rossii	5.05	3.88
Geum rossii	6.36	2.53
Besseya alpina	11.7	8.23
Besseya alpina	6.61	4.37
Castilleja sulfurea	0.87	0.66
Castilleja sulfurea	0.87	0.6
Silene kingii	0.48	0.18
Silene kingii	0.78	0.48
